 5.00000000e-13  6.70008347e-01  5.00000000e-13  2.31105263e+00  5.00000000e-13  6.59229100e-01  5.00000000e-13  2.25041080e+00 
 5.27016012e-13  6.71786623e-01  5.27016012e-13  2.31892065e+00  5.27016012e-13  6.60068168e-01  5.27016012e-13  2.25433047e+00 
 5.81048037e-13  6.75133878e-01  5.81048037e-13  2.33022639e+00  5.81048037e-13  6.61696161e-01  5.81048037e-13  2.26122961e+00 
 6.89112086e-13  6.78131549e-01  6.89112086e-13  2.34889842e+00  6.89112086e-13  6.63133383e-01  6.89112086e-13  2.28689223e+00 
 9.05240184e-13  6.77339954e-01  9.05240184e-13  2.38269224e+00  9.05240184e-13  6.63045447e-01  9.05240184e-13  2.35090506e+00 
 1.21023530e-12  6.72883852e-01  1.21023530e-12  2.38236498e+00  1.21023530e-12  6.61932707e-01  1.21023530e-12  2.38177330e+00 
 1.70048790e-12  6.65317508e-01  1.70048790e-12  2.32230932e+00  1.70048790e-12  6.60041845e-01  1.70048790e-12  2.35460749e+00 
 2.43425546e-12  6.54500494e-01  2.43425546e-12  2.21892717e+00  2.43425546e-12  6.56538661e-01  2.43425546e-12  2.28538845e+00 
 3.85719947e-12  6.34574981e-01  3.85719947e-12  2.01164662e+00  3.85719947e-12  6.47277391e-01  3.85719947e-12  2.12766055e+00 
 6.52378896e-12  6.02690303e-01  6.52378896e-12  1.62019251e+00  6.52378896e-12  6.23406931e-01  6.52378896e-12  1.79682895e+00 
 1.01330584e-11  5.71599590e-01  1.01330584e-11  1.17009278e+00  1.01330584e-11  5.82098533e-01  1.01330584e-11  1.35485327e+00 
 1.54268618e-11  5.51835041e-01  1.54268618e-11  7.21542643e-01  1.54268618e-11  5.15716967e-01  1.54268618e-11  7.99442491e-01 
 2.37789979e-11  5.70632753e-01  2.37789979e-11  4.37037957e-01  2.37789979e-11  4.32697048e-01  2.37789979e-11  2.80248131e-01 
 3.68894990e-11  6.47638427e-01  3.68894990e-11  5.87954729e-01  3.68894990e-11  4.32428365e-01  3.68894990e-11  6.56610502e-02 
 5.00000000e-11  6.75396664e-01  5.00000000e-11  1.18944302e+00  5.00000000e-11  5.79818405e-01  5.00000000e-11  8.78063838e-02 
 5.25609381e-11  6.65214153e-01  5.25609381e-11  1.34806592e+00  5.25609381e-11  6.21942083e-01  5.25609381e-11  9.38383265e-02 
 5.76828144e-11  6.34755966e-01  5.76828144e-11  1.67089726e+00  5.76828144e-11  7.11791014e-01  5.76828144e-11  1.07393503e-01 
 6.79265670e-11  5.12544607e-01  6.79265670e-11  2.27929346e+00  6.79265670e-11  9.14330079e-01  6.79265670e-11  1.43122913e-01 
 8.84140721e-11  1.22837076e-01  8.84140721e-11  2.92049681e+00  8.84140721e-11  1.15765343e+00  8.84140721e-11  2.48360857e-01 
 1.29389082e-10 -1.61295031e-02  1.29389082e-10  3.15980820e+00  1.29389082e-10  1.19874204e+00  1.29389082e-10  8.82604987e-01 
 1.64694541e-10  1.57021937e-02  1.64694541e-10  3.08504303e+00  1.64694541e-10  1.19003768e+00  1.64694541e-10  2.12242509e+00 
 2.00000000e-10 -1.34279631e-02  2.00000000e-10  2.72234241e+00  2.00000000e-10  1.20711064e+00  2.00000000e-10  2.93266635e+00 
 2.05000000e-10 -2.55265466e-03  2.05000000e-10  2.57560090e+00  2.05000000e-10  1.20492944e+00  2.05000000e-10  2.97289843e+00 
 2.15000000e-10  1.44505848e-03  2.15000000e-10  2.17250559e+00  2.15000000e-10  1.20008105e+00  2.15000000e-10  3.03509137e+00 
 2.35000000e-10 -1.52999442e-03  2.35000000e-10  9.97273301e-01  2.35000000e-10  1.19548157e+00  2.35000000e-10  3.09399352e+00 
 2.75000000e-10  1.43453258e-03  2.75000000e-10  4.20610647e-02  2.75000000e-10  1.19993809e+00  2.75000000e-10  3.10464340e+00 
 3.13845208e-10 -1.14458032e-03  3.13845208e-10  6.01755672e-02  3.13845208e-10  1.20003564e+00  3.13845208e-10  3.14727604e+00 
 3.58735857e-10  9.80214829e-04  3.58735857e-10 -8.60365237e-03  3.58735857e-10  1.19986827e+00  3.58735857e-10  3.23546490e+00 
 4.08735857e-10 -8.59357740e-04  4.08735857e-10  1.40689309e-02  4.08735857e-10  1.20014659e+00  4.08735857e-10  3.27044096e+00 
 4.58735857e-10  7.61394708e-04  4.58735857e-10 -8.91483780e-03  4.58735857e-10  1.19985567e+00  4.58735857e-10  3.28077918e+00 
 5.08735857e-10 -6.76776170e-04  5.08735857e-10  7.62454027e-03  5.08735857e-10  1.20012957e+00  5.08735857e-10  3.29101486e+00 
 5.58735857e-10  6.04955254e-04  5.58735857e-10 -5.33987376e-03  5.58735857e-10  1.19988779e+00  5.58735857e-10  3.29359371e+00 
 6.08735857e-10 -5.41349037e-04  6.08735857e-10  4.42102578e-03  6.08735857e-10  1.20009304e+00  6.08735857e-10  3.29765474e+00 
 6.58735857e-10  4.86072838e-04  6.58735857e-10 -3.31917822e-03  6.58735857e-10  1.19992423e+00  6.58735857e-10  3.29757445e+00 
 7.08735857e-10 -4.36478514e-04  7.08735857e-10  2.72245756e-03  7.08735857e-10  1.20005974e+00  7.08735857e-10  3.29969146e+00 
 7.58735857e-10  3.92863081e-04  7.58735857e-10 -2.13835324e-03  7.58735857e-10  1.19995349e+00  7.58735857e-10  3.29883883e+00 
 8.08735857e-10 -3.53450560e-04  8.08735857e-10  1.75878317e-03  8.08735857e-10  1.20003500e+00  8.08735857e-10  3.30029238e+00 
 8.58735857e-10  3.18580875e-04  8.58735857e-10 -1.42281487e-03  8.58735857e-10  1.19997401e+00  8.58735857e-10  3.29926573e+00 
 9.08735857e-10 -2.87059855e-04  9.08735857e-10  1.18062925e-03  9.08735857e-10  1.20001840e+00  9.08735857e-10  3.30044614e+00 
 9.58735857e-10  2.58835763e-04  9.58735857e-10 -9.71543419e-04  9.58735857e-10  1.19998726e+00  9.58735857e-10  3.29943245e+00 
 1.00873586e-09 -2.33351322e-04  1.00873586e-09  8.12070032e-04  1.00873586e-09  1.20000805e+00  1.00873586e-09  3.30046093e+00 
 1.05873586e-09  2.10555491e-04  1.05873586e-09 -6.76557590e-04  1.05873586e-09  1.19999525e+00  1.05873586e-09  3.29951688e+00 
 1.10873586e-09 -1.89876847e-04  1.10873586e-09  5.68683247e-04  1.10873586e-09  1.20000203e+00  1.10873586e-09  3.30043396e+00 
 1.15873586e-09  1.71373188e-04  1.15873586e-09 -4.76579419e-04  1.15873586e-09  1.19999971e+00  1.15873586e-09  3.29957393e+00 
 1.20873586e-09 -1.54602986e-04  1.20873586e-09  4.02422996e-04  1.20873586e-09  1.19999884e+00  1.20873586e-09  3.30039582e+00 
 1.25873586e-09  1.39600586e-04  1.25873586e-09 -3.38207481e-04  1.25873586e-09  1.20000192e+00  1.25873586e-09  3.29962052e+00 
 1.30873586e-09 -1.25930570e-04  1.30873586e-09  2.85537097e-04  1.30873586e-09  1.19999740e+00  1.30873586e-09  3.30035636e+00 
 1.35873586e-09  1.13755910e-04  1.35873586e-09 -2.39747559e-04  1.35873586e-09  1.20000277e+00  1.35873586e-09  3.29966155e+00 
 1.40873586e-09 -1.02600655e-04  1.40873586e-09  2.01709814e-04  1.40873586e-09  1.19999701e+00  1.40873586e-09  3.30031870e+00 
 1.45873586e-09  9.27162377e-05  1.45873586e-09 -1.68529839e-04  1.45873586e-09  1.20000283e+00  1.45873586e-09  3.29969864e+00 
 1.50873586e-09 -8.36045228e-05  1.50873586e-09  1.40730178e-04  1.50873586e-09  1.19999719e+00  1.50873586e-09  3.30028378e+00 
 1.55873586e-09  7.55786622e-05  1.55873586e-09 -1.16434422e-04  1.55873586e-09  1.20000247e+00  1.55873586e-09  3.29973234e+00 
 1.60873586e-09 -6.81295385e-05  1.60873586e-09  9.59701783e-05  1.60873586e-09  1.19999767e+00  1.60873586e-09  3.30025179e+00 
 1.65873586e-09  6.16139869e-05  1.65873586e-09 -7.80838835e-05  1.65873586e-09  1.20000192e+00  1.65873586e-09  3.29976298e+00 
 1.70873586e-09 -5.55186092e-05  1.70873586e-09  6.29823041e-05  1.70873586e-09  1.19999827e+00  1.70873586e-09  3.30022266e+00 
 1.75873586e-09  5.02315746e-05  1.75873586e-09 -4.98096779e-05  1.75873586e-09  1.20000130e+00  1.75873586e-09  3.29979078e+00 
 1.80873586e-09 -4.52390818e-05  1.80873586e-09  3.86945790e-05  1.80873586e-09  1.19999890e+00  1.80873586e-09  3.30019622e+00 
 1.85873586e-09  4.09520627e-05  1.85873586e-09 -2.90424533e-05  1.85873586e-09  1.20000070e+00  1.85873586e-09  3.29981598e+00 
 1.90873586e-09 -3.68584320e-05  1.90873586e-09  2.09312006e-05  1.90873586e-09  1.19999948e+00  1.90873586e-09  3.30017225e+00 
 1.95873586e-09  3.33858596e-05  1.95873586e-09 -1.39408065e-05  1.95873586e-09  1.20000014e+00  1.95873586e-09  3.29983881e+00 
 2.00873586e-09 -3.00250152e-05  2.00873586e-09  8.11725087e-06  2.00873586e-09  1.20000001e+00  2.00873586e-09  3.30015054e+00 
 2.05873586e-09  2.72160203e-05  2.05873586e-09 -3.15834496e-06  2.05873586e-09  1.19999964e+00  2.05873586e-09  3.29985947e+00 
 2.10873586e-09 -2.44526915e-05  2.10873586e-09 -9.08833494e-07  2.10873586e-09  1.20000047e+00  2.10873586e-09  3.30013089e+00 
 2.15873586e-09  2.21845157e-05  2.15873586e-09  4.30657178e-06  2.15873586e-09  1.19999922e+00  2.15873586e-09  3.29987818e+00 
 2.20873586e-09 -1.99084741e-05  2.20873586e-09 -7.01766542e-06  2.20873586e-09  1.20000086e+00  2.20873586e-09  3.30011309e+00 
 2.25873586e-09  1.80811705e-05  2.25873586e-09  9.21025211e-06  2.25873586e-09  1.19999886e+00  2.25873586e-09  3.29989513e+00 
 2.30873586e-09 -1.62025646e-05  2.30873586e-09 -1.08708113e-05  2.30873586e-09  1.20000119e+00  2.30873586e-09  3.30009696e+00 
 2.35873586e-09  1.47347203e-05  2.35873586e-09  1.21310085e-05  2.35873586e-09  1.19999857e+00  2.35873586e-09  3.29991049e+00 
 2.40873586e-09 -1.31802913e-05  2.40873586e-09 -1.29768516e-05  2.40873586e-09  1.20000146e+00  2.40873586e-09  3.30008234e+00 
 2.45873586e-09  1.20055670e-05  2.45873586e-09  1.35157584e-05  2.45873586e-09  1.19999833e+00  2.45873586e-09  3.29992441e+00 
 2.50873586e-09 -1.07155741e-05  2.50873586e-09 -1.37305625e-05  2.50873586e-09  1.20000167e+00  2.50873586e-09  3.30006909e+00 
 2.55873586e-09  9.77989769e-06  2.55873586e-09  1.37129243e-05  2.55873586e-09  1.19999813e+00  2.55873586e-09  3.29993704e+00 
 2.60873586e-09 -8.70561726e-06  2.60873586e-09 -1.34408329e-05  2.60873586e-09  1.20000185e+00  2.60873586e-09  3.30005706e+00 
 2.65873586e-09  7.96490620e-06  2.65873586e-09  1.29960951e-05  2.65873586e-09  1.19999798e+00  2.65873586e-09  3.29994850e+00 
 2.70873586e-09 -7.06659616e-06  2.70873586e-09 -1.23509106e-05  2.70873586e-09  1.20000198e+00  2.70873586e-09  3.30004615e+00 
 2.75873586e-09  6.48490568e-06  2.75873586e-09  1.15813309e-05  2.75873586e-09  1.19999786e+00  2.75873586e-09  3.29995890e+00 
 2.80873586e-09 -5.73014754e-06  2.80873586e-09 -1.06533252e-05  2.80873586e-09  1.20000209e+00  2.80873586e-09  3.30003623e+00 
 2.85873586e-09  5.27816464e-06  2.85873586e-09  9.64001789e-06  2.85873586e-09  1.19999777e+00  2.85873586e-09  3.29996835e+00 
 2.90873586e-09 -4.64051248e-06  2.90873586e-09 -8.50104889e-06  2.90873586e-09  1.20000217e+00  2.90873586e-09  3.30002723e+00 
 2.95873586e-09  4.29432993e-06  2.95873586e-09  7.30854763e-06  2.95873586e-09  1.19999770e+00  2.95873586e-09  3.29997693e+00 
 3.00873586e-09 -3.75220918e-06  3.00873586e-09 -6.01595356e-06  3.00873586e-09  1.20000223e+00  3.00873586e-09  3.30001905e+00 
 3.05873586e-09  3.49232710e-06  3.05873586e-09  4.69569732e-06  3.05873586e-09  1.19999764e+00  3.05873586e-09  3.29998472e+00 
 3.10873586e-09 -3.02813679e-06  3.10873586e-09 -3.29529236e-06  3.10873586e-09  1.20000227e+00  3.10873586e-09  3.30001162e+00 
 3.15873586e-09  2.83864913e-06  3.15873586e-09  1.88831634e-06  3.15873586e-09  1.19999761e+00  3.15873586e-09  3.29999180e+00 
 3.20873586e-09 -2.43802973e-06  3.20873586e-09 -4.16718319e-07  3.20873586e-09  1.20000230e+00  3.20873586e-09  3.30000488e+00 
 3.25873586e-09  2.30596141e-06  3.25873586e-09 -1.04425025e-06  3.25873586e-09  1.19999759e+00  3.25873586e-09  3.29999823e+00 
 3.30873586e-09 -1.95719774e-06  3.30873586e-09  2.55779631e-06  3.30873586e-09  1.20000232e+00  3.30873586e-09  3.29999875e+00 
 3.35873586e-09  1.87196413e-06  3.35873586e-09 -4.04669300e-06  3.35873586e-09  1.19999758e+00  3.35873586e-09  3.30000407e+00 
 3.40873586e-09 -1.56549831e-06  3.40873586e-09  5.57887592e-06  3.40873586e-09  1.20000233e+00  3.40873586e-09  3.29999319e+00 
 3.45873586e-09  1.51846467e-06  3.45873586e-09 -7.07499895e-06  3.45873586e-09  1.19999757e+00  3.45873586e-09  3.30000937e+00 
 3.50873586e-09 -1.24649888e-06  3.50873586e-09  8.60729885e-06  3.50873586e-09  1.20000233e+00  3.50873586e-09  3.29998815e+00 
 3.55873586e-09  1.23062101e-06  3.55873586e-09 -1.00942756e-05  3.55873586e-09  1.19999758e+00  3.55873586e-09  3.30001417e+00 
 3.60873586e-09 -9.86793350e-07  3.60873586e-09  1.16120518e-05  3.60873586e-09  1.20000232e+00  3.60873586e-09  3.29998358e+00 
 3.65873586e-09  9.96324563e-07  3.65873586e-09 -1.30770133e-05  3.65873586e-09  1.19999758e+00  3.65873586e-09  3.30001852e+00 
 3.70873586e-09 -7.75444701e-07  3.70873586e-09  1.45687727e-05  3.70873586e-09  1.20000231e+00  3.70873586e-09  3.29997944e+00 
